date;match_id;team1;team2;map1;map1_score;map2;map2_score;map3;map3_score
19th of june 2013;8951681;natus-vincere;fnatic;dust2_se;16:5;;;;
19th of june 2013;8951713;fnatic;esc;train_se;16:12;;;;
19th of june 2013;8951715;fnatic;verygames;train_se;11:16;;;;
19th of june 2013;8951716;nip;verygames;train_se;19:17;;;;
19th of june 2013;8951719;natus-vincere;anexis;cache;4:16;;;;
20th of june 2013;8951819;natus-vincere;fnatic;train_se;11:16;;;;
20th of june 2013;8951820;fnatic;kerchnet;nuke_se;16:7;;;;
20th of june 2013;8951821;cplay;eltz;train_se;15:15;;;;
20th of june 2013;8951822;esc;k1ck;nuke_se;16:7;;;;
20th of june 2013;8951823;fnatic;entity;nuke_se;16:7;;;;
20th of june 2013;8951824;fnatic;k1ck;nuke_se;16:13;;;;
20th of june 2013;8951825;esc;kerchnet;nuke_se;16:4;;;;
20th of june 2013;8951826;cplay;entity;dust2_se;16:12;;;;
20th of june 2013;8951828;verygames;esc;mirage_ce;16:11;;;;
20th of june 2013;8951900;alternate-attax;mtf-gaming;cache;16:11;;;;
20th of june 2013;8951901;dotpixels;enro-griffins;cache;7:16;;;;
21st of june 2013;8951907;fnatic;eltz;mirage_ce;16:11;;;;
21st of june 2013;8951908;virtuspro;eltz;inferno_se;16:3;;;;
21st of june 2013;8951911;esc;entity;dust2_se;1:0;;;;
23rd of june 2013;8952175;esc;alternate-attax;nuke_se;16:4;;;;
23rd of june 2013;8952176;esc;nfaculty;dust2_se;15:15;;;;
23rd of june 2013;8952177;nip;entity;dust2_se;1:0;;;;
23rd of june 2013;8952179;verygames;cph-wolves;dust2_se;16:5;;;;
23rd of june 2013;8952181;ldlc;cph-wolves;mirage_ce;16:12;;;;
23rd of june 2013;8952182;fnatic;ldlc;dust2_se;0:1;;;;
23rd of june 2013;8952280;vpmix;znation;mirage_ce;16:4;dust2_se;23:25;inferno_se;16:12
24th of june 2013;8952300;ldlc;epsilon;inferno_se;16:14;;;;
24th of june 2013;8952312;esc;epsilon;dust2_se;9:16;;;;
24th of june 2013;8952336;nip;esc;cache;22:20;;;;
24th of june 2013;8952337;virtuspro;cph-wolves;nuke_se;1:0;;;;
24th of june 2013;8952339;fnatic;cplay;nuke_se;16:4;;;;
24th of june 2013;8952342;nip;cplay;dust2_se;16:4;;;;
24th of june 2013;8952343;virtuspro;alternate-attax;dust2_se;16:7;;;;
24th of june 2013;8952344;virtuspro;znation;dust2_se;16:10;;;;
24th of june 2013;8952375;esc;znation;inferno_se;16:4;;;;
25th of june 2013;8952439;natus-vincere;k1ck;train_se;16:5;;;;
25th of june 2013;8952440;k1ck;znation;dust2_se;16:3;;;;
25th of june 2013;8952441;fnatic;nfaculty;mirage_ce;16:5;;;;
25th of june 2013;8952442;virtuspro;natus-vincere;dust2_se;16:13;;;;
25th of june 2013;8952443;nip;natus-vincere;dust2_se;16:14;;;;
25th of june 2013;8952447;enro-griffins;nod;dust2_se;16:13;;;;
25th of june 2013;8952448;w4sp;dotpixels;dust2_se;16:8;;;;
25th of june 2013;8952450;mtf-gaming;teamkr;dust2_se;14:16;;;;
25th of june 2013;8952451;alternate-attax;snogard-dragons;dust2_se;16:14;;;;
25th of june 2013;8952466;nip;virtuspro;mirage_ce;16:6;;;;
26th of june 2013;8952564;natus-vincere;epsilon;mirage_ce;16:10;;;;
26th of june 2013;8952565;natus-vincere;esc;mirage_ce;16:10;;;;
26th of june 2013;8952570;nip;k1ck;mill_ce;16:4;;;;
26th of june 2013;8952571;virtuspro;epsilon;dust2_se;16:10;;;;
26th of june 2013;8952572;verygames;ldlc;mill_ce;1:0;;;;
26th of june 2013;8952578;virtuspro;fnatic;mill_ce;11:16;;;;
26th of june 2013;8952597;alternate-attax;serverforge;nuke_se;16:2;;;;
26th of june 2013;8952598;teamkr;w4sp;cache;14:16;;;;
26th of june 2013;8952599;eyes-on-u;druckwelle;cache;13:16;;;;
26th of june 2013;8952600;druckwelle;w4sp;nuke_se;12:16;;;;
26th of june 2013;8952601;dotpixels;snogard-dragons;nuke_se;13:16;;;;
26th of june 2013;8952603;eyes-on-u;teamkr;nuke_se;5:16;;;;
27th of june 2013;8952743;nfaculty;w4sp;season;14:16;;;;
27th of june 2013;8952744;snogard-dragons;nod;season;16:14;;;;
27th of june 2013;8952745;mtf-gaming;druckwelle;season;16:14;;;;
27th of june 2013;8952746;alternate-attax;enro-griffins;season;12:16;;;;
27th of june 2013;8952747;eyes-on-u;dotpixels;season;15:15;;;;
27th of june 2013;8952748;serverforge;teamkr;season;16:13;;;;
29th of june 2013;8952778;ldlc;fnatic;nuke_se;13:16;mirage_ce;11:16;;
29th of june 2013;8952779;cph-wolves;verygames;dust2_se;12:16;nuke_se;16:12;mirage_ce;6:16
29th of june 2013;8952780;nip;western-wolves;dust2_se;16:6;nuke_se;16:10;;
29th of june 2013;8952781;esc;virtuspro;nuke_se;9:16;cache;9:16;;
30th of june 2013;8952782;serverforge;nod;cache;16:13;;;;
30th of june 2013;8953019;verygames;fnatic;dust2_se;21:17;mirage_ce;16:11;;
30th of june 2013;8953045;nip;virtuspro;mirage_ce;16:11;dust2_se;11:16;nuke_se;14:16
30th of june 2013;8953158;virtuspro;verygames;mirage_ce;8:16;dust2_se;11:16;;
1st of july 2013;8953204;csb;myrevenge;inferno_se;19:15;mirage_ce;16:13;;
1st of july 2013;8953205;eyesports;tardz;nuke_se;13:16;inferno_se;2:16;;
2nd of july 2013;8953294;nip;anexis;mill_ce;16:0;;;;
2nd of july 2013;8953296;nod;dotpixels;mirage_ce;15:15;;;;
2nd of july 2013;8953297;w4sp;mtf-gaming;mirage_ce;12:16;;;;
2nd of july 2013;8953298;alternate-attax;nfaculty;mirage_ce;16:11;;;;
2nd of july 2013;8953299;druckwelle;snogard-dragons;mirage_ce;16:12;;;;
2nd of july 2013;8953300;eyes-on-u;serverforge;mirage_ce;16:14;;;;
2nd of july 2013;8953301;csb;bs3x;mirage_ce;6:16;inferno_se;7:16;;
3rd of july 2013;8953303;nfaculty;eyes-on-u;dust2_se;15:15;;;;
2nd of july 2013;8953320;44;tardz;nuke_se;13:16;inferno_se;14:16;;
2nd of july 2013;8953331;ases;esistem;nuke_se;16:3;inferno_se;16:4;;
2nd of july 2013;8953332;einheit;tsg;mirage_ce;16:6;nuke_se;16:9;;
2nd of july 2013;8953334;shut-up;imaginet;nuke_se;1:16;dust2_se;19:16;inferno_se;16:11
2nd of july 2013;8953335;nip;natus-vincere;dust2_se;16:7;;;;
2nd of july 2013;8953336;showhigh;qlimax;inferno_se;16:10;nuke_se;7:16;train_se;11:16
2nd of july 2013;8953404;epsilon;99-problems;mirage_ce;16:3;inferno_se;16:8;;
2nd of july 2013;8953405;fbgaming;sprintfox;mirage_ce;16:11;dust2_se;16:13;;
2nd of july 2013;8953407;3dmax;+46-dragons;inferno_se;16:13;mirage_ce;16:4;;
2nd of july 2013;8953409;five-crowns;ination;nuke_se;15:19;mirage_ce;16:10;inferno_se;16:9
3rd of july 2013;8953419;epsilon;nfaculty;mill_ce;16:8;;;;
3rd of july 2013;8953420;epsilon;nfaculty;nuke_se;16:11;;;;
3rd of july 2013;8953422;virtuspro;anexis;inferno_se;16:14;;;;
3rd of july 2013;8953423;verygames;virtuspro;inferno_se;16:6;;;;
3rd of july 2013;8953424;virtuspro;nfaculty;dust2_se;16:5;;;;
3rd of july 2013;8953424;virtuspro;nfaculty;dust2_se;16:5;;;;
2nd of july 2013;8953444;epsilon;fbgaming;mirage_ce;16:6;dust2_se;11:16;train_se;16:8
2nd of july 2013;8953450;3dmax;five-crowns;mirage_ce;16:14;train_se;5:16;dust2_se;6:16
3rd of july 2013;8953452;natus-vincere;k1ck;inferno_se;16:9;;;;
3rd of july 2013;8953458;tardz;bs3x;train_se;16:3;inferno_se;14:16;dust2_se;8:16
3rd of july 2013;8953460;virtuspro;epsilon;nuke_se;19:16;;;;
3rd of july 2013;8953476;epsilon;five-crowns;nuke_se;16:8;mirage_ce;19:15;;
4th of july 2013;8953485;nip;natus-vincere;mirage_ce;13:16;train_se;16:2;dust2_se;16:10
4th of july 2013;8953486;virtuspro;esc;inferno_se;16:14;nuke_se;16:13;;
4th of july 2013;8953561;epsilon;anexis;inferno_se;16:19;;;;
4th of july 2013;8953578;verygames;epsilon;season;16:0;;;;
4th of july 2013;8953579;verygames;epsilon;mirage_ce;16:3;;;;
4th of july 2013;8953597;dotpixels;druckwelle;inferno_se;6:16;;;;
4th of july 2013;8953598;alternate-attax;eyes-on-u;inferno_se;16:12;;;;
4th of july 2013;8953599;snogard-dragons;serverforge;inferno_se;16:14;;;;
5th of july 2013;8953697;natus-vincere;esc;mirage_ce;16:10;inferno_se;19:16;;
6th of july 2013;8953698;nip;virtuspro;mirage;9:16;dust2_se;16:10;nuke_se;19:17
6th of july 2013;8953755;virtuspro;natus-vincere;inferno_se;19:16;mirage_ce;5:16;dust2_se;14:16
7th of july 2013;8953762;nip;natus-vincere;Best of 3;3:2;;;;
7th of july 2013;8953771;druckwelle;serverforge;dust2_se;16:14;;;;
7th of july 2013;8953772;enro-griffins;teamkr;mirage_ce;15:15;;;;
8th of july 2013;8953780;verygames;nfaculty;season;16:14;;;;
9th of july 2013;8953783;natus-vincere;nfaculty;inferno_se;0:1;;;;
10th of july 2013;8953785;verygames;natus-vincere;mill_ce;16:4;;;;
10th of july 2013;8953786;verygames;anexis;dust2_se;16:8;;;;
9th of july 2013;8953791;virtuspro;anexis;season;2:16;;;;
9th of july 2013;8953792;eyes-on-u;mtf-gaming;train_se;16:7;;;;
9th of july 2013;8953793;w4sp;serverforge;train_se;16:14;;;;
9th of july 2013;8953794;alternate-attax;dotpixels;train_se;16:9;;;;
9th of july 2013;8953795;enro-griffins;druckwelle;train_se;16:9;;;;
10th of july 2013;8953893;virtuspro;k1ck;season;1:0;;;;
10th of july 2013;8953994;nfaculty;teamkr;inferno_se;16:4;;;;
10th of july 2013;8953995;w4sp;nod;inferno_se;16:14;;;;
11th of july 2013;8954136;virtuspro;natus-vincere;train_se;19:17;;;;
11th of july 2013;8954147;alternate-attax;w4sp;nuke_se;16:11;;;;
11th of july 2013;8954148;eyes-on-u;nod;nuke_se;9:16;;;;
11th of july 2013;8954149;nfaculty;druckwelle;nuke_se;16:6;;;;
11th of july 2013;8954150;enro-griffins;serverforge;nuke_se;16:8;;;;
13th of july 2013;8954401;sensei;eeriness;nuke_se;9:16;;;;
13th of july 2013;8954402;gf-gaming;fusk;nuke_se;16:3;;;;
13th of july 2013;8954404;alsen;all-stars;dust2_se;16:1;;;;
13th of july 2013;8954408;natus-vincere;sensei;inferno_se;16:9;;;;
13th of july 2013;8954410;gf-gaming;eeriness;nuke_se;16:7;;;;
13th of july 2013;8954411;anexis;embrace;dust2_se;16:10;;;;
13th of july 2013;8954415;natus-vincere;gf-gaming;mirage_ce;16:8;;;;
13th of july 2013;8954416;fusk;eeriness;dust2_se;11:16;;;;
13th of july 2013;8954417;anexis;alsen;dust2_se;16:8;;;;
13th of july 2013;8954419;natus-vincere;fusk;mirage_ce;16:3;;;;
13th of july 2013;8954420;sensei;gf-gaming;nuke_se;3:16;;;;
13th of july 2013;8954421;natus-vincere;eeriness;dust2_se;16:4;;;;
13th of july 2013;8954422;sensei;fusk;inferno_se;15:15;;;;
13th of july 2013;8954423;anexis;all-stars;mirage_ce;16:2;;;;
13th of july 2013;8954424;embrace;alsen;nuke_se;16:7;;;;
13th of july 2013;8954426;embrace;all-stars;inferno_se;16:3;;;;
13th of july 2013;8954427;mtf-gaming;devileyes;nuke_se;16:8;;;;
13th of july 2013;8954428;myxmg;wyw;dust2_se;16:13;;;;
13th of july 2013;8954432;denova;district;inferno_se;16:1;;;;
13th of july 2013;8954433;gunrunners;bearson;dust2_se;16:4;;;;
13th of july 2013;8954435;nostalgie;mtf-gaming;mirage_ce;16:7;;;;
13th of july 2013;8954437;myxmg;devileyes;inferno_se;16:8;;;;
13th of july 2013;8954438;fraternitas;denova;nuke_se;16:12;;;;
13th of july 2013;8954440;gunrunners;district;inferno_se;16:0;;;;
13th of july 2013;8954441;nostalgie;myxmg;mirage_ce;16:3;;;;
13th of july 2013;8954442;wyw;devileyes;train_se;16:11;;;;
13th of july 2013;8954443;fraternitas;gunrunners;mirage_ce;16:9;;;;
13th of july 2013;8954444;bearson;district;nuke_se;16:4;;;;
13th of july 2013;8954446;nostalgie;wyw;dust2_se;16:8;;;;
13th of july 2013;8954447;mtf-gaming;myxmg;nuke_se;16:3;;;;
13th of july 2013;8954448;nostalgie;devileyes;nuke_se;16:1;;;;
13th of july 2013;8954449;mtf-gaming;wyw;train_se;11:16;;;;
13th of july 2013;8954451;fraternitas;bearson;inferno_se;16:2;;;;
13th of july 2013;8954452;denova;gunrunners;train_se;13:16;;;;
13th of july 2013;8954454;denova;bearson;mirage_ce;16:2;;;;
13th of july 2013;8954455;fraternitas;district;nuke_se;16:0;;;;
14th of july 2013;8954701;alsen;mtf-gaming;mirage_ce;16:4;nuke_se;10:16;dust2_se;16:13
14th of july 2013;8954703;gf-gaming;denova;nuke_se;16:10;inferno_se;16:5;;
14th of july 2013;8954704;gunrunners;eeriness;mirage_ce;13:16;nuke_se;14:16;;
14th of july 2013;8954708;embrace;wyw;dust2_se;16:4;inferno_se;16:13;;
14th of july 2013;8954783;nfaculty;nod;train_se;16:1;;;;
14th of july 2013;8954793;nostalgie;gf-gaming;nuke_se;10:16;mirage_ce;16:8;train_se;16:9
14th of july 2013;8954797;fraternitas;embrace;inferno_se;16:7;nuke_se;16:11;;
14th of july 2013;8954798;anexis;eeriness;mirage_ce;16:12;nuke_se;16:7;;
14th of july 2013;8954808;natus-vincere;alsen;mirage_ce;16:2;train_se;16:11;;
14th of july 2013;8954831;natus-vincere;fraternitas;mirage_ce;16:8;inferno_se;16:7;;
14th of july 2013;8954841;anexis;nostalgie;dust2_se;16:9;mirage_ce;13:16;inferno_se;1:16
14th of july 2013;8954919;natus-vincere;nostalgie;inferno_se;16:7;mirage_ce;12:16;train_se;12:16
14th of july 2013;8954923;anexis;fraternitas;mirage_ce;16:1;inferno_se;16:9;;
16th of july 2013;8955357;eyes-on-u;enro-griffins;cache;8:16;;;;
16th of july 2013;8955359;mtf-gaming;dotpixels;cache;12:16;;;;
16th of july 2013;8955362;w4sp;snogard-dragons;cache;16:14;;;;
16th of july 2013;8955364;nfaculty;serverforge;cache;16:6;;;;
16th of july 2013;8955366;teamkr;nod;cache;16:11;;;;
17th of july 2013;8955572;dotpixels;teamkr;nuke_se;16:11;;;;
17th of july 2013;8955573;mtf-gaming;snogard-dragons;nuke_se;16:13;;;;
17th of july 2013;8955574;snogard-dragons;teamkr;train_se;16:14;;;;
18th of july 2013;8955658;fm-esports;panthers;dust2_se;16:9;;;;
18th of july 2013;8955666;fm-esports;tsg;inferno_se;16:5;;;;
18th of july 2013;8955668;panthers;tsg;nuke_se;16:10;;;;
18th of july 2013;8955669;clan-mystik;overgaming;inferno_se;16:14;;;;
18th of july 2013;8955670;wizards;dreamsquad;dust2_se;16:4;;;;
18th of july 2013;8955671;wizards;overgaming;inferno_se;16:9;;;;
19th of july 2013;8955674;clan-mystik;dreamsquad;mirage_ce;16:2;;;;
19th of july 2013;8955677;overgaming;dreamsquad;nuke_se;3:16;;;;
19th of july 2013;8955678;nfaculty;mistral;nuke_se;16:4;;;;
19th of july 2013;8955680;k1ck;einheit;inferno_se;16:4;;;;
19th of july 2013;8955681;nfaculty;einheit;mirage_ce;16:6;;;;
19th of july 2013;8955682;k1ck;mistral;dust2_se;16:10;;;;
19th of july 2013;8955687;nfaculty;k1ck;inferno_se;16:10;;;;
20th of july 2013;8955689;einheit;mistral;dust2_se;0:1;;;;
18th of july 2013;8955779;nip;nfaculty;nuke_se;16:4;;;;
18th of july 2013;8955854;druckwelle;nod;dust2_se;16:11;;;;
18th of july 2013;8955855;alternate-attax;teamkr;dust2_se;16:3;;;;
18th of july 2013;8955856;enro-griffins;w4sp;dust2_se;7:16;;;;
18th of july 2013;8955857;eyes-on-u;snogard-dragons;dust2_se;16:13;;;;
20th of july 2013;8956104;wizards;clan-mystik;inferno_se;3:16;;;;
20th of july 2013;8956301;fm-esports;wizards;dust2_se;3:16;nuke_se;14:16;;
20th of july 2013;8956302;k1ck;panthers;dust2_se;16:5;inferno_se;16:6;;
20th of july 2013;8956364;nfaculty;wizards;mirage_ce;16:7;nuke_se;16:8;;
20th of july 2013;8956404;k1ck;clan-mystik;inferno_se;3:16;dust2_se;16:9;mirage_ce;14:16
20th of july 2013;8956530;nfaculty;clan-mystik;mirage_ce;16:7;dust2_se;16:9;;
22nd of july 2013;8956903;alternate-attax;druckwelle;cache;16:10;;;;
22nd of july 2013;8956909;nfaculty;mtf-gaming;dust2_se;16:3;;;;
22nd of july 2013;8956910;serverforge;dotpixels;dust2_se;16:10;;;;
23rd of july 2013;8957370;eyes-on-u;w4sp;season;7:16;;;;
23rd of july 2013;8957371;druckwelle;teamkr;season;11:16;;;;
23rd of july 2013;8957372;alternate-attax;nod;season;16:11;;;;
23rd of july 2013;8957373;mtf-gaming;serverforge;season;16:7;;;;
23rd of july 2013;8957376;nfaculty;dotpixels;season;16:13;;;;
23rd of july 2013;8957377;enro-griffins;snogard-dragons;season;16:4;;;;
29th of july 2013;8958991;nfaculty;lemondogs;mirage_ce;14:16;mill_ce;16:9;dust2_se;13:16
30th of july 2013;8959297;alternate-attax;sy&b;dust2_se;19:16;mirage_ce;16:13;;
30th of july 2013;8959369;4w;solemn;nuke_se;16:9;dust2_se;22:19;;
30th of july 2013;8959535;eternity-gaming;4w;mirage_ce;16:4;nuke_se;3:16;dust2_se;19:17
31st of july 2013;8959568;western-wolves;k1ck;nuke_se;16:6;dust2_se;16:9;;
1st of august 2013;8959756;steelshock;eternity-gaming;inferno_se;11:16;mirage_ce;14:16;;
8th of august 2013;8961080;verygames;lemondogs;dust2_se;16:2;mirage_ce;5:16;mill_ce;16:14
7th of august 2013;8961083;cph-wolves;eternity-gaming;inferno_se;16:3;dust2_se;16:13;;
7th of august 2013;8961084;western-wolves;ldlc;nuke_se;11:16;train_se;16:13;inferno_se;16:11
8th of august 2013;8961819;verygames;zutzut;dust2_se;16:3;;;;
8th of august 2013;8961820;nfaculty;refuse;train_se;16:11;;;;
8th of august 2013;8961821;fnatic;zoctai;mirage_ce;16:6;;;;
8th of august 2013;8961822;western-wolves;onlinerzz;dust2_se;16:14;;;;
8th of august 2013;8961835;fnatic;western-wolves;inferno_se;16:6;dust2_se;16:13;;
8th of august 2013;8961836;verygames;nfaculty;dust2_se;16:7;mirage_ce;16:11;;
9th of august 2013;8961904;verygames;fnatic;dust2_se;16:13;mirage_ce;16:14;;
10th of august 2013;8962162;team-aslak;team-revicer;dust2_se;16:10;;;;
10th of august 2013;8962163;team-reflex;team-sunny;nuke_se;15:15;;;;
10th of august 2013;8962164;team-allu;team-khrn;train_se;16:8;;;;
10th of august 2013;8962165;team-natu;team-twista;mirage_ce;8:16;;;;
10th of august 2013;8962166;team-aslak;team-sunny;mirage_ce;8:16;;;;
10th of august 2013;8962167;team-reflex;team-revicer;dust2_se;9:16;;;;
10th of august 2013;8962168;team-allu;team-twista;dust2_se;10:16;;;;
10th of august 2013;8962169;team-natu;team-khrn;nuke_se;8:16;;;;
10th of august 2013;8962170;team-aslak;team-reflex;mirage_ce;16:2;;;;
10th of august 2013;8962171;team-sunny;team-revicer;dust2_se;16:3;;;;
10th of august 2013;8962172;team-allu;team-natu;dust2_se;16:11;;;;
10th of august 2013;8962173;team-twista;team-khrn;dust2_se;10:16;;;;
10th of august 2013;8962243;team-allu;team-reflex;train_se;16:6;;;;
10th of august 2013;8962249;team-sunny;team-natu;dust2_se;19:17;;;;
10th of august 2013;8962250;team-aslak;team-khrn;dust2_se;16:9;;;;
10th of august 2013;8962251;team-revicer;team-twista;nuke_se;14:16;;;;
10th of august 2013;8962265;team-aslak;team-allu;train_se;9:16;;;;
10th of august 2013;8962269;team-sunny;team-twista;dust2_se;16:6;;;;
10th of august 2013;8962283;team-sunny;team-allu;dust2_se;16:13;;;;
10th of august 2013;8962284;team-twista;team-aslak;mirage_ce;16:7;;;;
10th of august 2013;8962296;team-allu;team-twista;train_se;16:13;;;;
10th of august 2013;8962317;team-sunny;team-allu;inferno_se;16:7;;;;
11th of august 2013;8962420;ldlc;ussr;inferno_se;16:6;;;;
11th of august 2013;8962421;cph-wolves;begrip;dust2_se;16:1;;;;
11th of august 2013;8962423;lemondogs;ussr;mirage_ce;16:10;;;;
11th of august 2013;8962424;fnatic;cph-wolves;inferno_se;14:16;;;;
11th of august 2013;8962425;lemondogs;ldlc;mirage_ce;16:13;;;;
11th of august 2013;8962426;fnatic;begrip;mirage_ce;16:11;;;;
11th of august 2013;8962652;fnatic;ldlc;mirage_ce;16:8;;;;
12th of august 2013;8962680;astana-dragons;fnatic;inferno_se;10:16;mirage_ce;5:16;;
13th of august 2013;8962965;western-wolves;fnatic;inferno_se;28:31;train_se;5:16;;
14th of august 2013;8962974;verygames;cph-wolves;dust2_se;16:10;mirage_ce;16:14;;
13th of august 2013;8963181;mtf-gaming;playing-ducks;mirage_ce;0:16;nuke_se;13:16;;
14th of august 2013;8963246;fnatic;3dmax;train_se;16:5;;;;
15th of august 2013;8963279;w4sp;druckwelle;mirage_ce;10:16;dust2_se;14:16;;
17th of august 2013;8964061;complexity;cultivation;inferno_se;16:11;mirage_ce;16:7;;
17th of august 2013;8964062;frost-gaming;monomaniac;cache;16:10;season;14:16;inferno_se;16:10
17th of august 2013;8964328;curse;complexity;inferno_se;22:20;cache;16:7;;
17th of august 2013;8964338;nip;frost-gaming;dust2_se;16:8;mirage_ce;16:2;;
20th of august 2013;8964343;verygames;fnatic;mirage_ce;16:8;dust2_se;16:5;;
17th of august 2013;8964455;frost-gaming;cultivation;nuke_se;16:8;dust2_se;16:6;;
18th of august 2013;8964507;nip;curse;dust2_se;16:14;inferno_se;16:3;;
17th of august 2013;8964508;complexity;monomaniac;mirage_ce;16:10;train_se;16:10;;
17th of august 2013;8964563;complexity;frost-gaming;inferno_se;16:3;mill_ce;16:6;;
18th of august 2013;8964600;curse;complexity;dust2_se;2:16;inferno_se;12:16;;
18th of august 2013;8964609;nip;complexity;dust2_se;16:11;nuke_se;13:16;train_se;16:10
19th of august 2013;8964800;alternate-attax;k1ck;dust2_se;1:0;;;;
21st of august 2013;8965189;ate-gaming;orange;train_se;4:16;nuke_se;6:16;;
20th of august 2013;8965301;begrip;ussr;mirage_ce;6:16;;;;
20th of august 2013;8965304;4w;10000$;nuke_se;16:13;;;;
20th of august 2013;8965305;ination;nn;inferno_se;16:3;;;;
20th of august 2013;8965314;nfaculty;myrevenge;nuke_se;16:3;;;;
20th of august 2013;8965319;fm-esports;ination;inferno_se;16:6;;;;
20th of august 2013;8965320;lgb;bs3x;inferno_se;16:8;;;;
20th of august 2013;8965337;nfaculty;fm-esports;train_se;16:4;;;;
20th of august 2013;8965341;clan-mystik;teamcrg;inferno_se;22:19;;;;
20th of august 2013;8965343;4w;ildal-lions;dust2_se;16:12;;;;
20th of august 2013;8965349;playing-ducks;lgb;train_se;14:16;;;;
20th of august 2013;8965371;nfaculty;clan-mystik;mirage_ce;16:9;;;;
20th of august 2013;8965373;4w;lgb;dust2_se;12:16;;;;
20th of august 2013;8965400;nfaculty;lgb;mirage_ce;17:19;dust2_se;14:16;;
21st of august 2013;8965571;esc;courage;mirage_ce;16:4;;;;
21st of august 2013;8965572;astana-dragons;alternate-attax;dust2_se;14:16;;;;
21st of august 2013;8965631;anbu;ajuri;dust2_se;16:12;;;;
21st of august 2013;8965633;nfaculty;ination;nuke_se;16:9;;;;
21st of august 2013;8965638;eyes-on-u;cplay;nuke_se;16:10;;;;
21st of august 2013;8965639;fr34kshow;enromix;mirage_ce;5:16;;;;
21st of august 2013;8965641;clan-mystik;10000$;mirage_ce;16:4;;;;
21st of august 2013;8965642;duttdutt;vikings;dust2_se;12:16;;;;
21st of august 2013;8965643;eternity-gaming;zoctai;dust2_se;16:4;;;;
21st of august 2013;8965658;nfaculty;eyes-on-u;dust2_se;22:19;;;;
21st of august 2013;8965659;clan-mystik;enromix;inferno_se;16:7;;;;
21st of august 2013;8965663;eternity-gaming;vikings;dust2_se;13:16;;;;
21st of august 2013;8965664;anbu;we-got-game;dust2_se;8:16;;;;
21st of august 2013;8965675;clan-mystik;vikings;mirage_ce;22:25;;;;
21st of august 2013;8965677;nfaculty;we-got-game;nuke_se;14:16;;;;
21st of august 2013;8965707;we-got-game;vikings;dust2_se;12:16;inferno_se;16:2;mirage_ce;16:3
22nd of august 2013;8965884;nfaculty;serverforge;mirage_ce;16:2;;;;
22nd of august 2013;8965885;eternity-gaming;headshotbg;dust2_se;16:8;;;;
22nd of august 2013;8965888;pk_brate;authentix;dust2_se;6:16;;;;
